city_ID_i,pop_i,unemp_i,pcinc_i,div_i,dem_i,lat_i,longt_i,cm_i,mc_i,co_i
636770,212375,0.054875487,41898,0.583357688,0.6695526,33.678399,-117.771254,1,0,0
636980,4651,0.071869489,24717,0.219681385,0.6695526,38.348454,-120.772366,1,0,0
639248,62979,0.071954043,50661,0.337406726,0.6695526,33.529047,-117.701175,1,0,0
639496,77264,0.055790267,38844,0.467207975,0.6695526,33.667243,-117.668574,1,0,0
640256,15568,0.038342527,33509,0.618400996,0.634181599,33.850504,-118.039892,1,0,0
641124,25320,0.069829979,21965,0.640162514,0.482901544,32.733076,-117.034406,1,0,0
641992,80968,0.06822621,41072,0.415617889,0.482901544,37.686823,-121.762621,1,0,0
642006,13058,0.175490366,13947,0.654782012,0.482901544,37.387565,-120.725084,1,0,0
642202,62134,0.095078379,23748,0.472655121,0.482901544,38.12161,-121.290765,1,0,0
642468,20256,0.045736289,29536,0.585884486,0.482901544,33.793312,-118.317447,1,0,0
643000,462257,0.100729781,25929,0.683946916,0.482901544,33.809102,-118.155327,1,0,0
643280,28976,0.060865468,75294,0.442668182,0.482901544,37.368524,-122.096649,1,0,0
644574,69772,0.105150365,12674,0.596672128,0.482901544,33.923962,-118.201647,1,0,0
645246,12645,0.068473146,87648,0.160623668,0.482901544,34.036697,-118.781449,1,0,0
645400,35135,0.046108874,80390,0.275075594,0.482901544,33.889632,-118.39737,1,0,0
646114,35824,0.074493019,37577,0.387458986,0.482901544,37.999635,-122.113903,1,0,0
646842,77519,0.119764855,23984,0.452887707,0.482901544,33.689858,-117.184383,1,0,0
646870,32026,0.060323309,67213,0.47428521,0.482901544,37.479736,-122.148097,1,0,0
647766,66790,0.072964462,31502,0.545888239,0.482901544,37.436611,-121.891322,1,0,0
648354,201165,0.126589639,23383,0.521436067,0.39602818,37.660909,-120.989052,1,0,0
648648,36590,0.059613688,31582,0.578686487,0.497240732,34.164021,-117.984622,1,0,0
648956,3341,0.054909561,81689,0.32645944,0.497240732,37.240376,-121.988142,1,0,0
649187,16016,0.054126474,53237,0.391940415,0.497240732,37.845693,-122.123217,1,0,0
649670,74066,0.0606187,49403,0.593772218,0.497240732,37.399364,-122.079517,1,0,0
650076,103466,0.094524496,28876,0.480551076,0.497240732,33.571887,-117.190662,0,1,0
650258,76915,0.076773493,30108,0.391431647,0.497240732,38.297872,-122.300741,1,0,0
650398,58582,0.103966758,16277,0.677374883,0.497240732,32.665862,-117.097361,1,0,0
652526,105549,0.098103826,19302,0.631968225,0.497240732,33.906929,-118.083446,1,0,0
652582,51904,0.058144729,41573,0.397774326,0.497240732,38.084925,-122.54873,1,0,0
653000,390724,0.10147805,30671,0.734781146,0.582169916,37.769857,-122.22564,0,1,0
653070,35432,0.10721573,27069,0.536778683,0.582169916,37.993936,-121.691139,1,0,0
654232,17643,0.029240476,77618,0.305436469,0.582169916,37.882764,-122.174543,1,0,0
654652,197899,0.082474117,20613,0.603068542,0.52292131,34.202346,-119.204603,1,0,0
654806,37234,0.064837333,40567,0.523387325,0.52292131,34.202346,-119.204603,1,0,0
654848,15041,0.059627801,41598,0.276309515,0.52292131,36.622408,-121.925877,1,0,0
655282,64403,0.052115209,70242,0.508436903,0.52292131,37.399782,-122.142776,1,0,0
655380,13438,0.026890453,91413,0.375171805,0.52292131,33.786519,-118.394911,1,0,0
656000,137122,0.080135272,38650,0.621970593,0.52292131,34.160592,-118.139593,1,0,0
656112,20413,0.119976077,19364,0.613218419,0.52292131,36.379518,-119.295602,1,0,0
656784,57941,0.067617121,34159,0.334952808,0.52292131,38.242618,-122.628434,1,0,0
657456,63264,0.089494423,22200,0.727317711,0.52292131,38.019899,-121.903606,1,0,0
658072,149058,0.106787111,16682,0.635473996,0.52292131,34.058595,-117.761265,1,0,0
658240,54165,0.125162239,16322,0.540435709,0.544412707,36.063255,-119.033522,1,0,0
658380,4353,0.070528967,118091,0.168355471,0.544412707,39.820799,-120.474293,0,1,0
659451,165269,0.085301012,32285,0.565684627,0.544412707,34.123315,-117.564207,1,0,0
659514,41643,0.046504047,57181,0.529603241,0.544412707,33.753146,-118.367459,1,0,0
