city_ID_j,pop_j,unemp_j,pcinc_j,div_j,dem_i,lat_j,longt_j,cm_j,mc_j,co_j
4967660,1611,0.04290429,9040,0.023315201,0.1584,37.131392,-113.656621,1,0,0
4970850,12073,0.032494551,10625,0.051075794,0.1584,40.555303,-111.978584,0,1,0
4970960,12482,0.044137696,14503,0.079654362,0.17455,41.171494,-111.956818,1,0,0
4983390,4155,0.046629213,10059,0.077969589,0.32075,41.121733,-112.098232,1,0,0
5048850,4358,0.123772102,10482,0.017326302,0.46225,44.941704,-72.219478,1,0,0
5103368,8219,0.043605965,13517,0.27130561,0.4568,37.760332,-77.470734,1,0,0
5130496,4035,0.101390498,10836,0.044593648,0.2593,36.644557,-82.579902,1,0,0
5135624,30708,0.046151854,11607,0.166068248,0.35235,38.436013,-78.874197,1,0,0
5142424,3699,0.067938021,17475,0.416306373,0.3761,37.710736,-76.382853,1,0,0
5147144,3489,0.027267338,11128,0.425873858,0.43055,38.016877,-77.999176,1,0,0
5147672,66059,0.059664961,12656,0.403659601,0.40645,37.399016,-79.195458,1,0,0
5148952,27630,0.033374384,18487,0.291982501,0.3644,38.747561,-77.484727,1,0,0
5151448,1058,0.030448718,24987,0.364878628,0.4154,38.970978,-77.739706,1,0,0
5154904,4234,0.064705882,11005,0.020643154,0.36325,37.331302,-80.809284,1,0,0
5156000,170071,0.067887986,12710,0.494393033,0.4656,37.075978,-76.521719,1,0,0
5157000,261229,0.088012217,11642,0.524776315,0.5855,36.923015,-76.244641,1,0,0
5165392,16009,0.060579196,9706,0.146893163,0.47475,37.120036,-80.557048,1,0,0
5168000,96382,0.054816203,12509,0.384049428,0.3741,37.27783,-79.958472,1,0,0
5186720,21947,0.047758203,14214,0.202633907,0.38925,39.173869,-78.176356,1,0,0
5304475,5359,0.063913043,11681,0.044622804,0.4019,45.776972,-122.540766,0,1,0
5305210,101581,0.030425862,23743,0.228752646,0.4019,47.597839,-122.156489,1,0,0
5308850,32036,0.048292515,16863,0.187866199,0.4319,47.46917,-122.364291,1,0,0
5323795,4460,0.064980545,14308,0.218978557,0.4319,47.23206,-122.351726,0,1,0
5333805,16222,0.040602993,22665,0.090272223,0.37615,47.540384,-122.042061,0,1,0
5336745,33973,0.062787418,13951,0.198933681,0.53305,47.043087,-122.798231,1,0,0
5338038,57865,0.092862093,13478,0.416976707,0.53305,47.163278,-122.529535,1,0,0
5343955,34603,0.034946078,14054,0.074324464,0.53305,48.082792,-122.152876,0,1,0
5347490,18976,0.04277833,14609,0.217035603,0.53305,47.79433,-122.30261,1,0,0
5353545,27431,0.094874679,10201,0.471756551,0.46485,46.250954,-119.131303,1,0,0
5355365,20129,0.0762164,12966,0.092372969,0.46485,48.118955,-123.448343,1,0,0
5361115,22889,0.023855523,22767,0.073926259,0.46485,47.604286,-122.038306,1,0,0
5363385,6677,0.084963955,12849,0.04710177,0.46485,48.075006,-123.095662,1,0,0
5370000,177405,0.074177308,12330,0.365098047,0.44465,47.252199,-122.459832,1,0,0
5373465,26156,0.047353559,16513,0.238136194,0.44465,47.215326,-122.546731,1,0,0
5374060,108218,0.061708449,14139,0.139950046,0.4872,45.637236,-122.596516,1,0,0
5380010,75582,0.092485716,11913,0.280644955,0.3976,46.592211,-120.546838,1,0,0
5426452,26453,0.125223614,11143,0.117498164,0.5726,39.476877,-80.149089,1,0,0
5486452,42067,0.068529882,12640,0.076897234,0.4719,40.073906,-80.69537,1,0,0
5503225,10247,0.095455489,10717,0.101324842,0.5311,46.58234,-90.870633,0,1,0
5506350,9550,0.04075009,14288,0.028028999,0.41835,44.460771,-87.955938,1,0,0
5506500,44128,0.075940738,12024,0.278325982,0.41835,42.523506,-89.01766,1,0,0
5506925,7223,0.070757324,10865,0.030426152,0.5573,43.970632,-88.950143,1,0,0
5511200,10804,0.048025978,15133,0.03057421,0.4319,42.67528,-88.271921,1,0,0
5513375,13873,0.02429518,17720,0.007335444,0.34525,43.298547,-87.989107,0,1,0
5519450,7516,0.032878098,13251,0.14423114,0.42055,42.628793,-88.631654,0,1,0
5533100,8991,0.027734375,16340,0.013060989,0.3087,43.102318,-88.335507,1,0,0
5535950,11135,0.047217806,13253,0.076527926,0.44715,44.568621,-88.071724,1,0,0
5537825,60606,0.056264864,14831,0.040420658,0.49465,42.684698,-89.01317,1,0,0
5551000,26656,0.033168806,17076,0.025150849,0.49465,44.8892,-91.90957,1,0,0
5554500,5645,0.045284304,12205,0.010237989,0.4386,44.790723,-89.684582,1,0,0
5556925,10598,0.061822332,11399,0.025406436,0.3622,44.39591,-88.73861,0,1,0
5560500,64420,0.046751451,12235,0.065276835,0.3091,44.022628,-88.562352,1,0,0
5563250,10410,0.050399391,10496,0.058675625,0.3136,42.733261,-90.470851,1,0,0
5566800,6991,0.06626506,11232,0.012245458,0.3136,43.535062,-89.99738,0,1,0
5567475,9048,0.026553672,17426,0.00485267,0.3136,43.23939,-88.234017,1,0,0
5578600,19270,0.027546445,14939,0.040145574,0.34655,43.181961,-89.235717,0,1,0
5584250,66448,0.030327761,15308,0.0823175,0.4025,43.009084,-88.245062,0,1,0
5600245,2210,0.064278188,9599,0.017105437,0.26215,42.729395,-110.931646,0,1,0
